Entity,Date,confirmedcases,Death,recovered,Deathrate,RecoveryRate
Brunei,17-Apr-20,136,1,112,0.735294118,82.35294118
Bulgaria,08-Mar-20,2,0,0,0,0
Bulgaria,09-Mar-20,4,0,0,0,0
Bulgaria,10-Mar-20,5,0,0,0,0
Bulgaria,11-Mar-20,5,1,0,20,0
Bulgaria,12-Mar-20,7,1,0,14.28571429,0
Bulgaria,13-Mar-20,23,1,0,4.347826087,0
Bulgaria,14-Mar-20,31,2,0,6.451612903,0
Bulgaria,15-Mar-20,41,2,0,4.87804878,0
Bulgaria,16-Mar-20,51,2,0,3.921568627,0
Bulgaria,17-Mar-20,62,2,0,3.225806452,0
Bulgaria,18-Mar-20,81,2,0,2.469135802,0
Bulgaria,19-Mar-20,92,3,0,3.260869565,0
Bulgaria,20-Mar-20,105,3,0,2.857142857,0
Bulgaria,21-Mar-20,127,3,3,2.362204724,2.362204724
Bulgaria,22-Mar-20,163,3,3,1.840490798,1.840490798
Bulgaria,23-Mar-20,185,3,3,1.621621622,1.621621622
Bulgaria,24-Mar-20,201,3,3,1.492537313,1.492537313
Bulgaria,25-Mar-20,220,7,4,3.181818182,1.818181818
Bulgaria,26-Mar-20,242,8,8,3.305785124,3.305785124
Bulgaria,27-Mar-20,264,8,9,3.03030303,3.409090909
Bulgaria,28-Mar-20,293,8,11,2.730375427,3.754266212
Bulgaria,29-Mar-20,331,10,14,3.021148036,4.229607251
Bulgaria,30-Mar-20,346,10,17,2.89017341,4.913294798
Bulgaria,31-Mar-20,359,14,17,3.899721448,4.735376045
Bulgaria,01-Apr-20,399,17,20,4.260651629,5.012531328
Bulgaria,02-Apr-20,422,20,25,4.739336493,5.924170616
Bulgaria,03-Apr-20,457,22,30,4.814004376,6.564551422
Bulgaria,04-Apr-20,485,23,34,4.742268041,7.010309278
Bulgaria,05-Apr-20,503,24,37,4.771371769,7.355864811
Bulgaria,06-Apr-20,531,24,39,4.519774011,7.344632768
Bulgaria,07-Apr-20,549,25,42,4.553734062,7.650273224
Bulgaria,08-Apr-20,577,28,42,4.852686308,7.279029463
Bulgaria,09-Apr-20,593,29,48,4.890387858,8.094435076
Bulgaria,10-Apr-20,624,32,54,5.128205128,8.653846154
Bulgaria,11-Apr-20,635,35,62,5.511811024,9.763779528
Bulgaria,12-Apr-20,661,36,68,5.446293495,10.28744327
Bulgaria,13-Apr-20,675,38,71,5.62962963,10.51851852
Bulgaria,14-Apr-20,685,41,81,5.98540146,11.82481752
Bulgaria,15-Apr-20,713,41,105,5.750350631,14.72650771
Bulgaria,16-Apr-20,747,42,122,5.62248996,16.33199465
Bulgaria,17-Apr-20,800,43,141,5.375,17.625
Burkina Faso,11-Mar-20,2,0,0,0,0
Burkina Faso,12-Mar-20,2,0,0,0,0
Burkina Faso,15-Mar-20,3,0,0,0,0
Burkina Faso,16-Mar-20,3,0,0,0,0
Burkina Faso,17-Mar-20,20,0,0,0,0
Burkina Faso,18-Mar-20,20,1,0,5,0
Burkina Faso,19-Mar-20,26,2,0,7.692307692,0
Burkina Faso,20-Mar-20,33,4,0,12.12121212,0
Burkina Faso,21-Mar-20,40,4,5,10,12.5
Burkina Faso,22-Mar-20,64,4,5,6.25,7.8125
Burkina Faso,23-Mar-20,64,4,5,6.25,7.8125
Burkina Faso,24-Mar-20,75,7,7,9.333333333,9.333333333
Burkina Faso,25-Mar-20,99,9,10,9.090909091,10.1010101
Burkina Faso,26-Mar-20,114,11,10,9.649122807,8.771929825
Burkina Faso,27-Mar-20,146,12,12,8.219178082,8.219178082
Burkina Faso,28-Mar-20,146,12,21,8.219178082,14.38356164
Burkina Faso,29-Mar-20,180,14,23,7.777777778,12.77777778
Burkina Faso,30-Mar-20,180,16,31,8.888888889,17.22222222
Burkina Faso,31-Mar-20,222,16,32,7.207207207,14.41441441
Burkina Faso,01-Apr-20,246,16,46,6.504065041,18.69918699
Burkina Faso,02-Apr-20,261,16,50,6.130268199,19.15708812
Burkina Faso,03-Apr-20,288,17,50,5.902777778,17.36111111
Burkina Faso,04-Apr-20,288,18,66,6.25,22.91666667
Burkina Faso,05-Apr-20,302,19,90,6.291390728,29.8013245
Burkina Faso,06-Apr-20,345,23,108,6.666666667,31.30434783
Burkina Faso,07-Apr-20,364,24,127,6.593406593,34.89010989
Burkina Faso,08-Apr-20,384,24,134,6.25,34.89583333
Burkina Faso,09-Apr-20,414,27,146,6.52173913,35.26570048
Burkina Faso,10-Apr-20,443,27,146,6.094808126,32.95711061
Burkina Faso,11-Apr-20,448,27,155,6.026785714,34.59821429
Burkina Faso,12-Apr-20,484,30,161,6.198347107,33.26446281
Burkina Faso,13-Apr-20,497,32,161,6.438631791,32.3943662
Burkina Faso,14-Apr-20,515,32,177,6.213592233,34.36893204
Burkina Faso,15-Apr-20,528,35,226,6.628787879,42.8030303
Burkina Faso,16-Apr-20,542,36,257,6.642066421,47.41697417
Burkina Faso,17-Apr-20,543,36,294,6.629834254,54.14364641
Cambodia,22-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,23-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,24-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,25-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,26-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,27-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Cambodia,28-Jan-20,1,0,0,0,0
Cambodia,29-Jan-20,1,0,0,0,0
Cambodia,30-Jan-20,1,0,0,0,0
Cambodia,31-Jan-20,1,0,0,0,0
Cambodia,01-Feb-20,1,0,0,0,0
Cambodia,02-Feb-20,1,0,0,0,0
Cambodia,03-Feb-20,1,0,0,0,0
Cambodia,04-Feb-20,1,0,1,0,100
Cambodia,05-Feb-20,1,0,1,0,100
Cambodia,06-Feb-20,1,0,1,0,100
Cambodia,07-Feb-20,1,0,1,0,100
Cambodia,08-Feb-20,1,0,1,0,100
Cambodia,09-Feb-20,1,0,1,0,100
Cambodia,10-Feb-20,1,0,1,0,100
Cambodia,11-Feb-20,1,0,1,0,100
Cambodia,12-Feb-20,1,0,1,0,100
Cambodia,13-Feb-20,1,0,1,0,100
Cambodia,14-Feb-20,1,0,1,0,100
Cambodia,15-Feb-20,1,0,1,0,100
Cambodia,16-Feb-20,1,0,1,0,100
Cambodia,17-Feb-20,1,0,1,0,100
Cambodia,18-Feb-20,1,0,1,0,100
Cambodia,19-Feb-20,1,0,1,0,100
Cambodia,20-Feb-20,1,0,1,0,100
Cambodia,21-Feb-20,1,0,1,0,100
Cambodia,22-Feb-20,1,0,1,0,100
Cambodia,23-Feb-20,1,0,1,0,100
Cambodia,24-Feb-20,1,0,1,0,100
Cambodia,25-Feb-20,1,0,1,0,100
Cambodia,26-Feb-20,1,0,1,0,100
Cambodia,27-Feb-20,1,0,1,0,100
Cambodia,28-Feb-20,1,0,1,0,100
Cambodia,29-Feb-20,1,0,1,0,100
Cambodia,01-Mar-20,1,0,1,0,100
Cambodia,02-Mar-20,1,0,1,0,100
Cambodia,08-Mar-20,2,0,1,0,50
Cambodia,12-Mar-20,3,0,1,0,33.33333333
Cambodia,13-Mar-20,5,0,1,0,20
Cambodia,15-Mar-20,7,0,1,0,14.28571429
Cambodia,16-Mar-20,12,0,1,0,8.333333333
Cambodia,17-Mar-20,24,0,1,0,4.166666667
Cambodia,18-Mar-20,24,0,1,0,4.166666667
Cambodia,19-Mar-20,24,0,1,0,4.166666667
Cambodia,20-Mar-20,24,0,1,0,4.166666667
Cambodia,21-Mar-20,47,0,1,0,2.127659574
Cambodia,22-Mar-20,51,0,1,0,1.960784314
Cambodia,23-Mar-20,86,0,1,0,1.162790698
Cambodia,24-Mar-20,87,0,1,0,1.149425287
Cambodia,25-Mar-20,91,0,4,0,4.395604396
Cambodia,26-Mar-20,96,0,10,0,10.41666667
Cambodia,27-Mar-20,98,0,10,0,10.20408163
Cambodia,28-Mar-20,102,0,11,0,10.78431373
Cambodia,29-Mar-20,103,0,13,0,12.62135922
Cambodia,30-Mar-20,107,0,21,0,19.62616822
Cambodia,31-Mar-20,109,0,21,0,19.26605505
Cambodia,01-Apr-20,109,0,23,0,21.10091743
Cambodia,02-Apr-20,110,0,25,0,22.72727273
Cambodia,03-Apr-20,114,0,34,0,29.8245614
Cambodia,04-Apr-20,114,0,35,0,30.70175439
Cambodia,05-Apr-20,114,0,50,0,43.85964912
Cambodia,06-Apr-20,114,0,50,0,43.85964912
Cambodia,07-Apr-20,115,0,53,0,46.08695652
Cambodia,08-Apr-20,117,0,58,0,49.57264957
Cambodia,09-Apr-20,118,0,63,0,53.38983051
Cambodia,10-Apr-20,119,0,62,0,52.10084034
Cambodia,11-Apr-20,120,0,72,0,60
Cambodia,12-Apr-20,122,0,75,0,61.47540984
Cambodia,13-Apr-20,122,0,77,0,63.1147541
Cambodia,14-Apr-20,122,0,77,0,63.1147541
Cambodia,15-Apr-20,122,0,91,0,74.59016393
Cambodia,16-Apr-20,122,0,96,0,78.68852459
Cambodia,17-Apr-20,122,0,98,0,80.32786885
Cameroon,07-Mar-20,1,0,0,0,0
Cameroon,08-Mar-20,1,0,0,0,0
Cameroon,09-Mar-20,2,0,0,0,0
Cameroon,10-Mar-20,2,0,0,0,0
Cameroon,11-Mar-20,2,0,0,0,0
Cameroon,12-Mar-20,3,0,0,0,0
Cameroon,13-Mar-20,3,0,0,0,0
Cameroon,14-Mar-20,3,0,0,0,0
Cameroon,15-Mar-20,3,1,0,33.33333333,0
Cameroon,16-Mar-20,4,1,0,25,0
Cameroon,17-Mar-20,4,2,0,50,0
Cameroon,18-Mar-20,10,2,0,20,0
Cameroon,19-Mar-20,10,6,0,60,0
Cameroon,20-Mar-20,14,6,0,42.85714286,0
Cameroon,21-Mar-20,27,6,0,22.22222222,0
Cameroon,22-Mar-20,27,6,0,22.22222222,0
Cameroon,23-Mar-20,27,7,0,25.92592593,0
Cameroon,24-Mar-20,56,8,0,14.28571429,0
Cameroon,25-Mar-20,72,9,2,12.5,2.777777778
Cameroon,26-Mar-20,72,9,2,12.5,2.777777778
Cameroon,27-Mar-20,88,9,2,10.22727273,2.272727273
Cameroon,28-Mar-20,88,9,2,10.22727273,2.272727273
Cameroon,29-Mar-20,99,10,5,10.1010101,5.050505051
Cameroon,30-Mar-20,99,10,5,10.1010101,5.050505051
Cameroon,31-Mar-20,142,12,5,8.450704225,3.521126761
Cameroon,01-Apr-20,193,12,10,6.21761658,5.18134715
Cameroon,02-Apr-20,233,12,10,5.150214592,4.291845494
Cameroon,03-Apr-20,271,12,17,4.42804428,6.273062731
Cameroon,04-Apr-20,509,14,17,2.750491159,3.339882122
Cameroon,05-Apr-20,555,17,17,3.063063063,3.063063063
Cameroon,06-Apr-20,650,22,17,3.384615385,2.615384615
Cameroon,07-Apr-20,658,22,43,3.343465046,6.534954407
Cameroon,08-Apr-20,685,22,60,3.211678832,8.759124088
Cameroon,09-Apr-20,730,42,60,5.753424658,8.219178082
Cameroon,10-Apr-20,730,42,98,5.753424658,13.42465753
Cameroon,11-Apr-20,803,42,98,5.230386052,12.20423412
Cameroon,12-Apr-20,820,42,98,5.12195122,11.95121951
Cameroon,13-Apr-20,820,46,98,5.609756098,11.95121951
Cameroon,14-Apr-20,820,46,130,5.609756098,15.85365854
Cameroon,15-Apr-20,855,54,165,6.315789474,19.29824561
Cameroon,16-Apr-20,855,57,164,6.666666667,19.18128655
Cameroon,17-Apr-20,855,57,164,6.666666667,19.18128655
Canada,22-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Canada,23-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Canada,24-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Canada,25-Jan-20,0,0,0,#DIV/0!,#DIV/0!
Canada,26-Jan-20,1,0,0,0,0
Canada,27-Jan-20,1,0,0,0,0
Canada,28-Jan-20,2,0,0,0,0
Canada,29-Jan-20,3,0,0,0,0
Canada,30-Jan-20,3,0,0,0,0
Canada,31-Jan-20,3,0,0,0,0
Canada,01-Feb-20,4,0,0,0,0
Canada,02-Feb-20,4,0,0,0,0
Canada,03-Feb-20,4,0,0,0,0
Canada,04-Feb-20,4,0,0,0,0
Canada,05-Feb-20,5,0,0,0,0
Canada,06-Feb-20,5,0,0,0,0
Canada,07-Feb-20,7,0,0,0,0
Canada,08-Feb-20,7,0,0,0,0
Canada,09-Feb-20,7,0,0,0,0
Canada,10-Feb-20,7,0,0,0,0
Canada,11-Feb-20,7,0,0,0,0
Canada,12-Feb-20,7,0,1,0,14.28571429
Canada,13-Feb-20,7,0,1,0,14.28571429
Canada,14-Feb-20,7,0,1,0,14.28571429
Canada,15-Feb-20,8,0,1,0,12.5
Canada,16-Feb-20,8,0,1,0,12.5
Canada,17-Feb-20,8,0,1,0,12.5
Canada,18-Feb-20,8,0,1,0,12.5
Canada,19-Feb-20,8,0,1,0,12.5
Canada,20-Feb-20,8,0,1,0,12.5
Canada,21-Feb-20,9,0,3,0,33.33333333
Canada,22-Feb-20,9,0,3,0,33.33333333
Canada,23-Feb-20,9,0,3,0,33.33333333
Canada,24-Feb-20,9,0,3,0,33.33333333
Canada,25-Feb-20,11,0,3,0,27.27272727
Canada,26-Feb-20,11,0,3,0,27.27272727
Canada,27-Feb-20,12,0,6,0,50
Canada,28-Feb-20,14,0,6,0,42.85714286
Canada,29-Feb-20,16,0,6,0,37.5
Canada,01-Mar-20,20,0,6,0,30
Canada,02-Mar-20,24,0,6,0,25
Canada,03-Mar-20,27,0,6,0,22.22222222
Canada,04-Mar-20,30,0,6,0,20
Canada,05-Mar-20,33,1,6,3.03030303,18.18181818
Canada,06-Mar-20,45,1,6,2.222222222,13.33333333
Canada,07-Mar-20,51,1,8,1.960784314,15.68627451
Canada,08-Mar-20,57,1,8,1.754385965,14.03508772
Canada,09-Mar-20,62,1,8,1.612903226,12.90322581
Canada,10-Mar-20,77,1,8,1.298701299,10.38961039
Canada,11-Mar-20,93,1,8,1.075268817,8.602150538
Canada,12-Mar-20,103,4,8,3.883495146,7.766990291
Canada,13-Mar-20,138,5,8,3.623188406,5.797101449
Canada,14-Mar-20,176,8,8,4.545454545,4.545454545
Canada,15-Mar-20,244,9,8,3.68852459,3.278688525
Canada,16-Mar-20,304,12,9,3.947368421,2.960526316
Canada,17-Mar-20,424,19,9,4.481132075,2.122641509
Canada,18-Mar-20,569,20,9,3.514938489,1.58172232
Canada,19-Mar-20,690,24,9,3.47826087,1.304347826
Canada,20-Mar-20,846,25,9,2.955082742,1.063829787
Canada,21-Mar-20,971,29,10,2.98661174,1.029866117
Canada,22-Mar-20,1302,37,10,2.841781874,0.768049155
Canada,23-Mar-20,1430,53,10,3.706293706,0.699300699
Canada,24-Mar-20,1646,60,110,3.645200486,6.682867558
Canada,25-Mar-20,1959,63,183,3.215926493,9.341500766
Canada,26-Mar-20,3385,79,184,2.333825702,5.435745938
Canada,27-Mar-20,4018,100,256,2.488800398,6.371329019
Canada,28-Mar-20,4675,108,466,2.310160428,9.967914439
Canada,29-Mar-20,5386,138,466,2.562198292,8.652060899
Canada,30-Mar-20,6255,178,466,2.845723421,7.450039968
Canada,31-Mar-20,7424,217,1592,2.922952586,21.44396552
Canada,01-Apr-20,8536,258,1324,3.022492971,15.51077788
Canada,02-Apr-20,9595,338,1735,3.522668056,18.08233455
Canada,03-Apr-20,11268,374,2175,3.31913383,19.30244941
Canada,04-Apr-20,12519,406,2577,3.243070533,20.58471124
Canada,05-Apr-20,13882,502,3012,3.616193632,21.69716179
Canada,06-Apr-20,15496,556,3256,3.588022716,21.01187403
Canada,07-Apr-20,16653,653,3791,3.921215397,22.76466703
Canada,08-Apr-20,17883,713,4154,3.987026785,23.22876475
Canada,09-Apr-20,19274,780,5162,4.046902563,26.78219363
Canada,10-Apr-20,20748,900,5855,4.337767496,28.21958743
Canada,11-Apr-20,22133,1007,6589,4.549767316,29.77002666
Canada,12-Apr-20,23301,1258,7123,5.398909918,30.56950345
Canada,13-Apr-20,24365,1355,7758,5.5612559,31.84075518
Canada,14-Apr-20,25663,1400,8210,5.455324787,31.99158321
Canada,15-Apr-20,27046,1564,8966,5.782740516,33.15092805
Canada,16-Apr-20,28364,1726,9698,6.085178395,34.19122832
Canada,17-Apr-20,30081,1810,10545,6.017087198,35.05535055
Central African Republic,16-Mar-20,1,0,0,0,0
Central African Republic,17-Mar-20,1,0,0,0,0
Central African Republic,18-Mar-20,1,0,0,0,0
Central African Republic,19-Mar-20,1,0,0,0,0
Central African Republic,20-Mar-20,1,0,0,0,0
Central African Republic,21-Mar-20,1,0,0,0,0
Central African Republic,22-Mar-20,3,0,0,0,0
Central African Republic,23-Mar-20,4,0,0,0,0
Central African Republic,24-Mar-20,4,0,0,0,0
Central African Republic,25-Mar-20,4,0,0,0,0
Central African Republic,26-Mar-20,4,0,0,0,0
Central African Republic,27-Mar-20,5,0,0,0,0
Central African Republic,28-Mar-20,5,0,0,0,0
Central African Republic,29-Mar-20,6,0,0,0,0
Central African Republic,30-Mar-20,6,0,0,0,0
Central African Republic,31-Mar-20,6,0,0,0,0
Central African Republic,01-Apr-20,6,0,0,0,0
Central African Republic,02-Apr-20,8,0,0,0,0
Central African Republic,03-Apr-20,8,0,0,0,0
Central African Republic,04-Apr-20,8,0,0,0,0
Central African Republic,05-Apr-20,9,0,0,0,0
Central African Republic,06-Apr-20,9,0,0,0,0
Central African Republic,07-Apr-20,9,0,0,0,0
Central African Republic,08-Apr-20,9,0,0,0,0
Central African Republic,09-Apr-20,10,0,0,0,0
Central African Republic,10-Apr-20,11,0,0,0,0
Central African Republic,11-Apr-20,11,0,0,0,0
Central African Republic,12-Apr-20,11,0,0,0,0
Central African Republic,13-Apr-20,11,0,3,0,27.27272727
Central African Republic,14-Apr-20,11,0,4,0,36.36363636
Central African Republic,15-Apr-20,11,0,4,0,36.36363636
Central African Republic,16-Apr-20,11,0,4,0,36.36363636
Central African Republic,17-Apr-20,12,0,4,0,33.33333333
Chad,20-Mar-20,1,0,0,0,0
Chad,21-Mar-20,1,0,0,0,0
Chad,22-Mar-20,2,0,0,0,0
Chad,23-Mar-20,2,0,0,0,0
Chad,24-Mar-20,2,0,0,0,0
Chad,25-Mar-20,3,0,0,0,0
Chad,26-Mar-20,3,0,0,0,0
Chad,27-Mar-20,5,0,0,0,0
Chad,28-Mar-20,5,0,0,0,0
Chad,29-Mar-20,5,0,0,0,0
Chad,30-Mar-20,5,0,0,0,0
Chad,31-Mar-20,7,0,0,0,0
Chad,01-Apr-20,7,0,0,0,0
Chad,02-Apr-20,7,0,0,0,0
Chad,03-Apr-20,7,0,0,0,0
Chad,04-Apr-20,7,0,0,0,0
Chad,05-Apr-20,8,0,2,0,25
Chad,06-Apr-20,9,0,2,0,22.22222222
Chad,07-Apr-20,9,0,2,0,22.22222222
Chad,08-Apr-20,9,0,2,0,22.22222222
Chad,09-Apr-20,10,0,2,0,20
Chad,10-Apr-20,11,0,2,0,18.18181818
Chad,11-Apr-20,11,0,2,0,18.18181818
Chad,12-Apr-20,11,0,2,0,18.18181818
Chad,13-Apr-20,15,0,2,0,13.33333333
Chad,14-Apr-20,23,0,5,0,21.73913043
Chad,15-Apr-20,23,0,5,0,21.73913043
Chad,16-Apr-20,27,0,8,0,29.62962963
Chad,17-Apr-20,27,0,9,0,33.33333333
Chile,04-Mar-20,1,0,0,0,0
Chile,05-Mar-20,3,0,0,0,0
Chile,06-Mar-20,4,0,0,0,0
Chile,07-Mar-20,5,0,0,0,0
Chile,09-Mar-20,10,0,0,0,0
Chile,10-Mar-20,13,0,0,0,0
Chile,11-Mar-20,17,0,0,0,0
Chile,12-Mar-20,23,0,0,0,0
Chile,13-Mar-20,33,0,0,0,0
Chile,14-Mar-20,43,0,0,0,0
Chile,15-Mar-20,61,0,0,0,0
Chile,16-Mar-20,75,0,0,0,0
Chile,17-Mar-20,156,0,0,0,0
Chile,18-Mar-20,201,0,0,0,0
Chile,19-Mar-20,238,0,6,0,2.521008403
Chile,20-Mar-20,342,1,6,0.292397661,1.754385965
Chile,21-Mar-20,434,2,8,0.460829493,1.843317972
Chile,22-Mar-20,537,2,8,0.372439479,1.489757914
Chile,23-Mar-20,632,3,17,0.474683544,2.689873418
Chile,24-Mar-20,746,4,22,0.536193029,2.949061662
Chile,25-Mar-20,922,5,22,0.542299349,2.386117137
Chile,26-Mar-20,1142,6,43,0.525394046,3.765323993
Chile,27-Mar-20,1306,7,61,0.535987749,4.670750383
Chile,28-Mar-20,1610,8,75,0.49689441,4.658385093
Chile,29-Mar-20,1909,12,156,0.628601362,8.171817706
Chile,30-Mar-20,2139,16,156,0.74801309,7.29312763
Chile,31-Mar-20,2449,18,234,0.734993875,9.554920376
Chile,01-Apr-20,2738,22,335,0.803506209,12.23520818
Chile,02-Apr-20,3031,27,427,0.890795117,14.08775982
Chile,03-Apr-20,3404,34,528,0.998824912,15.51116334
Chile,04-Apr-20,3737,37,618,0.99009901,16.53732941
Chile,05-Apr-20,4161,43,728,1.033405431,17.49579428
Chile,06-Apr-20,4471,48,898,1.073585328,20.08499217
Chile,07-Apr-20,4815,57,1115,1.183800623,23.15680166
Chile,08-Apr-20,5116,65,1274,1.270523847,24.9022674
Chile,09-Apr-20,5546,73,1571,1.316263974,28.32672196
Chile,10-Apr-20,5972,80,1864,1.339584729,31.21232418
Chile,11-Apr-20,6501,82,2059,1.261344409,31.67205045
Chile,12-Apr-20,6927,92,2367,1.328136278,34.17063664
Chile,13-Apr-20,7213,94,2646,1.303202551,36.68376542
Chile,14-Apr-20,7525,105,2937,1.395348837,39.02990033
Chile,15-Apr-20,7917,116,3299,1.465201465,41.66982443
Chile,16-Apr-20,8273,126,3621,1.523026713,43.76888674
Chile,17-Apr-20,8807,135,3842,1.532871579,43.62438969
China,22-Jan-20,526,17,28,3.231939163,5.323193916
China,23-Jan-20,623,18,30,2.889245586,4.81540931
China,24-Jan-20,882,26,36,2.947845805,4.081632653
China,25-Jan-20,1323,42,39,3.174603175,2.947845805
China,26-Jan-20,1988,56,49,2.816901408,2.464788732
China,27-Jan-20,2775,82,58,2.954954955,2.09009009
China,28-Jan-20,4528,131,101,2.893109541,2.230565371
China,29-Jan-20,5994,133,120,2.218885552,2.002002002
China,30-Jan-20,7734,171,135,2.211016292,1.745539178
China,31-Jan-20,9714,213,214,2.19271155,2.203005971
China,01-Feb-20,11809,259,275,2.193242442,2.328732323
China,02-Feb-20,14399,361,463,2.50711855,3.215501076
China,03-Feb-20,17211,425,614,2.469350996,3.56748591
China,04-Feb-20,20448,491,843,2.401212833,4.122652582
China,05-Feb-20,24320,563,1115,2.314967105,4.584703947
China,06-Feb-20,28047,633,1477,2.256925874,5.266160374
China,07-Feb-20,31207,718,1999,2.300765854,6.405614125
China,08-Feb-20,34625,805,2596,2.324909747,7.497472924
China,09-Feb-20,37232,905,3219,2.43070477,8.645788569
China,10-Feb-20,40206,1012,3918,2.517037258,9.744814207
China,11-Feb-20,42696,1112,4636,2.604459434,10.85816001
China,12-Feb-20,44724,1117,5082,2.49754047,11.36302656
China,13-Feb-20,59865,1369,6217,2.286811994,10.38503299
China,14-Feb-20,64021,1521,7977,2.375782946,12.45997407
China,15-Feb-20,66559,1663,9298,2.498535134,13.96956084
China,16-Feb-20,68566,1766,10755,2.57562057,15.68561678
China,17-Feb-20,70618,1864,12462,2.639553655,17.64705882
China,18-Feb-20,72508,2003,14206,2.762453798,19.59232085
China,19-Feb-20,74258,2116,15962,2.84952463,21.4953271
China,20-Feb-20,74652,2238,18014,2.997910304,24.1306328
China,21-Feb-20,75543,2238,18704,2.96255113,24.75940855
China,22-Feb-20,76369,2443,22699,3.198941979,29.72279328
China,23-Feb-20,77016,2445,23187,3.174665005,30.10673107
China,24-Feb-20,77234,2595,25015,3.359919207,32.38858534
China,25-Feb-20,77749,2665,27676,3.427696819,35.59659931
China,26-Feb-20,78159,2717,30084,3.476247137,38.49076882
China,27-Feb-20,78598,2746,32930,3.493727576,41.89674038
China,28-Feb-20,78927,2790,36329,3.534912007,46.02860871
China,29-Feb-20,79355,2837,39320,3.575074034,49.54949279
China,01-Mar-20,79929,2872,42162,3.593188955,52.74931502
China,02-Mar-20,80134,2914,44854,3.636409015,55.97374398
China,03-Mar-20,80261,2947,47450,3.671770848,59.11962223
China,04-Mar-20,80380,2983,50001,3.71112217,62.20577258
China,05-Mar-20,80497,3015,52292,3.745481198,64.96142713
China,06-Mar-20,80667,3044,53944,3.773538126,66.87245094
China,07-Mar-20,80768,3072,55539,3.803486529,68.76361926
China,08-Mar-20,80814,3100,57388,3.835969015,71.01244834
China,09-Mar-20,80859,3123,58804,3.862278782,72.72412471
China,10-Mar-20,80879,3139,60181,3.881106344,74.40868458
China,11-Mar-20,80908,3161,61644,3.90690661,76.19024077
China,12-Mar-20,80932,3172,62901,3.919339693,77.72080265
China,13-Mar-20,80954,3180,64196,3.928156731,79.29935519
China,14-Mar-20,80973,3193,65660,3.943289739,81.08875798
China,15-Mar-20,80995,3203,67017,3.954565097,82.74214458
China,16-Mar-20,81020,3217,67910,3.970624537,83.81881017
China,17-Mar-20,81063,3230,68798,3.984555222,84.86979263
China,18-Mar-20,81086,3241,69755,3.996990849,86.02594776
China,19-Mar-20,81130,3249,70535,4.004683841,86.94071244
China,20-Mar-20,81229,3253,71266,4.004727376,87.73467604
China,21-Mar-20,81281,3259,71857,4.009547127,88.40565446
China,22-Mar-20,81346,3274,72362,4.024783026,88.95581836
China,23-Mar-20,81484,3274,72814,4.017966717,89.35987433
China,24-Mar-20,81553,3281,73280,4.023150589,89.85567668
China,25-Mar-20,81631,3285,73773,4.02420649,90.37375507
China,26-Mar-20,81733,3291,74181,4.026525394,90.76015808
China,27-Mar-20,81827,3296,74720,4.028010314,91.31460276
China,28-Mar-20,81946,3299,75100,4.025821883,91.64571791
China,29-Mar-20,82059,3304,75582,4.026371269,92.10689869
China,30-Mar-20,82157,3308,75923,4.026437187,92.41208905
China,31-Mar-20,82241,3309,76206,4.02354057,92.66181102
China,01-Apr-20,82295,3316,76405,4.029406404,92.84282156
China,02-Apr-20,82395,3322,76565,4.031798046,92.92432793
China,03-Apr-20,82465,3326,76760,4.033226217,93.08191354
China,04-Apr-20,82527,3330,76946,4.035043077,93.23736474
China,05-Apr-20,82575,3333,77207,4.036330609,93.49924311
China,06-Apr-20,82642,3335,77310,4.035478328,93.54807483
China,07-Apr-20,82698,3335,77410,4.032745653,93.60564947
China,08-Apr-20,82784,3337,77567,4.030972169,93.6980576
China,09-Apr-20,82870,3339,77679,4.029202365,93.735972
China,10-Apr-20,82925,3340,77791,4.027735906,93.80886343
China,11-Apr-20,83004,3343,77877,4.027516746,93.82318924
China,12-Apr-20,83097,3343,77956,4.023009254,93.81325439
China,13-Apr-20,83209,3345,78039,4.019997837,93.7867298
China,14-Apr-20,83303,3345,78200,4.015461628,93.8741702
China,15-Apr-20,83352,3346,78311,4.014300797,93.95215472
China,16-Apr-20,83402,3346,78401,4.011894199,94.00374092
China,17-Apr-20,83754,4636,77552,5.535258018,92.59498054
Colombia,07-Mar-20,1,0,0,0,0
Colombia,08-Mar-20,3,0,0,0,0
Colombia,09-Mar-20,3,0,0,0,0
Colombia,10-Mar-20,3,0,0,0,0
Colombia,11-Mar-20,4,0,0,0,0
Colombia,12-Mar-20,9,0,0,0,0
Colombia,13-Mar-20,12,0,0,0,0
Colombia,14-Mar-20,16,0,0,0,0
Colombia,15-Mar-20,34,0,0,0,0
Colombia,16-Mar-20,45,0,0,0,0
Colombia,17-Mar-20,57,0,1,0,1.754385965
Colombia,18-Mar-20,65,0,1,0,1.538461538
Colombia,19-Mar-20,102,2,1,1.960784314,0.980392157
Colombia,20-Mar-20,128,3,1,2.34375,0.78125
